length,length_lcc,coverage,directness,directness_lcc,poi_coverage,components,pop_den_length,overlap_biketrack,overlap_bikeable,efficiency_global,efficiency_global_routed,directness_lcc_linkwise,directness_all_linkwise
7526.108999999999,5262.449000000004,8.735064416208454,0.8033759332947435,0.7977250459056031,5,2,121613636.85476853,4778.402000000003,4821.6910000000025,6783.255508241384,0.3080502150107201,0.8417495983761732,0.8521473001170282
13918.826000000006,13918.826000000006,13.687877114094931,0.6851739346730901,0.6851739346730901,7,1,241079574.7407754,9231.987999999998,9275.276999999998,11815.923122083956,0.6885347277832108,0.7314533710167139,0.7314533710167139
20545.607999999942,20545.607999999942,19.59101617762302,0.6485970550450517,0.6485970550450517,9,1,285452882.2091019,14084.134999999993,14127.423999999994,9980.777679103865,0.5456619747146546,0.7048335349081665,0.7048335349081665
28581.951999999997,25829.55799999998,26.959024727141212,0.643766423838548,0.6423927752185433,13,2,383009612.6270473,20039.262999999977,20200.51899999998,7160.06680746912,0.41510982011047953,0.6890193475337569,0.6904230266347785
32886.172000000006,30133.777999999988,30.656707512004978,0.6454993235694491,0.6480206400853813,15,2,463958623.21363235,23371.943999999996,23533.199999999997,7482.899503051517,0.4945487547015018,0.6854752238425985,0.6841536234900271
43646.09700000004,40893.70300000007,37.960817704270994,0.6828753760076792,0.6838883064853828,18,2,583689315.8904388,30961.704999999998,31122.961,7739.025554917737,0.75715107882743,0.7094395199137691,0.7065342336448185
45809.60300000005,43057.209000000046,38.38111520983456,0.6771227278641518,0.6854115633372643,18,2,612127269.9771959,32998.91699999999,33160.172999999995,7802.136915458063,0.937584606140611,0.7157168726999,0.7122703314903737
51764.61700000006,49012.22300000007,43.181345330923975,0.6754421860065662,0.6811289697020887,20,2,686166561.2138168,36422.05700000005,36932.507000000056,7527.003989302445,0.9448506154322523,0.7039812143876821,0.7073873882786648
57921.707000000024,57921.707000000024,47.11813897084069,0.6752626648264879,0.6752626648264879,21,1,743236541.604324,38602.71800000006,39340.01800000007,8301.927935163463,0.9440880917551276,0.6989596648985887,0.6989596648985887
67604.98199999986,67604.98199999986,54.39049656213705,0.659642218744377,0.659642218744377,26,1,804363843.3319069,41604.07900000008,42506.319000000076,7133.822284958383,0.9351875917115077,0.6881823775458911,0.6881823775458911
