length,length_lcc,coverage,directness,directness_lcc,poi_coverage,components,pop_den_length,overlap_biketrack,overlap_bikeable,efficiency_global,efficiency_global_routed,directness_lcc_linkwise,directness_all_linkwise
80782.99499999992,80782.99499999992,64.74503839522069,0.6534910485900352,0.6534910485900352,32,1,808375945.5957112,43213.59600000006,44540.948000000055,0.5752562458243202,0.9045712987422843,0.6795673342483276,0.6795673342483276
84494.76699999979,84494.76699999979,67.9997165121709,0.655569518198261,0.655569518198261,34,1,843037905.758628,43978.15200000007,45348.793000000056,0.5723111083911661,0.8988199871867916,0.6712592216317534,0.6712592216317534
92388.01999999964,92388.01999999964,71.74166961074768,0.6752509834928725,0.6752509834928725,35,1,885474380.2136694,47126.38500000008,48497.02600000007,0.5847953421169799,0.9133626993952669,0.6893839997116503,0.6893839997116503
98760.4879999996,98760.4879999996,75.57237466752548,0.6887820272108537,0.6887820272108537,36,1,922260515.3454696,50061.89900000004,51553.22700000006,0.5887244181876637,0.9113097085887399,0.6893707426753939,0.6893707426753939
107314.09299999972,107314.09299999972,77.7110472407093,0.7014913530777311,0.7014913530777311,36,1,1036351743.8066344,56072.23300000007,57563.56100000008,0.6191856891429086,0.9041398277468303,0.7042887305986745,0.7042887305986745
107314.09299999972,107314.09299999972,77.7110472407093,0.7055651274946929,0.7055651274946929,36,1,1036351743.8066344,56072.23300000007,57563.56100000008,0.6191856891429086,0.9041398277468303,0.7079928713918229,0.7079928713918229
111850.89099999968,111850.89099999968,80.05350008738807,0.6964221740804586,0.6964221740804586,37,1,1045689413.6551304,57892.41100000008,59383.73900000008,0.6227281416166575,0.9026850663242088,0.7038293860003286,0.7038293860003286
118109.29099999953,118109.29099999953,82.49349590796868,0.7087786562551692,0.7087786562551692,38,1,1083166511.5432794,60733.733000000095,62305.848000000085,0.6279063717843179,0.8973167805412329,0.7122745284427373,0.7122745284427373
118109.29099999953,118109.29099999953,82.49349590796868,0.7097422774783299,0.7097422774783299,38,1,1083166511.5432794,60733.733000000095,62305.848000000085,0.6279063717843179,0.8973167805412329,0.7174515487306933,0.7174515487306933
126347.94899999967,126347.94899999967,85.37586771737219,0.7139686404610153,0.7139686404610153,39,1,1121227497.0463839,64761.97700000011,66334.09200000014,0.6457551299132323,0.8916499474052862,0.7138439604493702,0.7138439604493702
126347.94899999967,126347.94899999967,85.37586771737219,0.7131152405536173,0.7131152405536173,39,1,1121227497.0463839,64761.97700000011,66334.09200000014,0.6457551299132323,0.8916499474052862,0.7113084672614965,0.7113084672614965
132097.71699999968,132097.71699999968,85.73853190626338,0.7160958733492243,0.7160958733492243,39,1,1187443907.7315102,67954.39100000013,69526.50600000012,0.6568632413701094,0.8861674174397742,0.7194433075938429,0.7194433075938429
132097.71699999968,132097.71699999968,85.73853190626338,0.7162945889612066,0.7162945889612066,39,1,1187443907.7315102,67954.39100000013,69526.50600000012,0.6568632413701094,0.8861674174397742,0.714423090667675,0.714423090667675
137065.52799999976,137065.52799999976,87.15882107573259,0.7193928339763123,0.7193928339763123,39,1,1227042384.1175885,70429.93500000006,72002.05000000005,0.6649304639512326,0.883470829123795,0.7193211840936412,0.7193211840936412
142136.03799999953,142136.03799999953,88.2537220736453,0.7161140142167617,0.7161140142167617,39,1,1252211211.7512193,72546.91900000008,74119.034,0.6714112543671962,0.8810282023847587,0.7186005853049457,0.7186005853049457
144397.79299999948,144397.79299999948,88.6170823837206,0.7183438715886411,0.7183438715886411,39,1,1282240107.7561302,74007.70000000001,75579.81499999996,0.673114205349357,0.8809176575466477,0.7189809010240558,0.7189809010240558
148738.6159999996,148738.6159999996,89.05178005133034,0.7199300250590192,0.7199300250590192,39,1,1320419091.3631542,75398.23599999999,76970.351,0.6778961309415832,0.8775489529656462,0.7181963615306243,0.7181963615306243
148738.6159999996,148738.6159999996,89.05178005133034,0.7194991132784011,0.7194991132784011,39,1,1320419091.3631542,75398.23599999999,76970.351,0.6778961309415832,0.8775489529656462,0.7232822526929871,0.7232822526929871
161805.45400000043,161805.45400000043,91.28124036410169,0.7144048769816452,0.7144048769816452,39,1,1431327793.864,83151.25699999988,85068.18899999985,0.687835741398907,0.8723475694643397,0.7154974118700198,0.7154974118700198
161805.45400000043,161805.45400000043,91.28124036410169,0.7161245896877614,0.7161245896877614,39,1,1431327793.864,83151.25699999988,85068.18899999985,0.687835741398907,0.8723475694643397,0.7187728981173159,0.7187728981173159
161805.45400000043,161805.45400000043,91.28124036410169,0.716606719545975,0.716606719545975,39,1,1431327793.864,83151.25699999988,85068.18899999985,0.687835741398907,0.8723475694643397,0.7148424674436378,0.7148424674436378
173195.56700000065,173195.56700000065,93.0536393716581,0.7185288453260933,0.7185288453260933,39,1,1539839548.3701901,87941.7529999998,89858.68499999981,0.6921171285625994,0.8705497600398819,0.7199793745716707,0.7199793745716707
173195.56700000065,173195.56700000065,93.0536393716581,0.7130338479454914,0.7130338479454914,39,1,1539839548.3701901,87941.7529999998,89858.68499999981,0.6921171285625994,0.8705497600398819,0.7177731403209735,0.7177731403209735
185033.53900000048,185033.53900000048,95.16474711089936,0.7169963004886286,0.7169963004886286,39,1,1598431993.7023275,92871.05499999982,94787.98699999985,0.6943027155858493,0.8658677776012818,0.7212725021533408,0.7212725021533408
185033.53900000048,185033.53900000048,95.16474711089936,0.7210753742984515,0.7210753742984515,39,1,1598431993.7023275,92871.05499999982,94787.98699999985,0.6943027155858493,0.8658677776012818,0.7241538163870972,0.7241538163870972
185033.53900000048,185033.53900000048,95.16474711089936,0.7149656603117177,0.7149656603117177,39,1,1598431993.7023275,92871.05499999982,94787.98699999985,0.6943027155858493,0.8658677776012818,0.7217059469032719,0.7217059469032719
185033.53900000048,185033.53900000048,95.16474711089936,0.7168886168937911,0.7168886168937911,39,1,1598431993.7023275,92871.05499999982,94787.98699999985,0.6943027155858493,0.8658677776012818,0.720341914483374,0.720341914483374
