length,length_lcc,coverage,directness,directness_lcc,poi_coverage,components,pop_den_length,overlap_biketrack,overlap_bikeable,efficiency_global,efficiency_global_routed,directness_lcc_linkwise,directness_all_linkwise
81105.42499999978,81105.42499999978,70.33322997313307,0.45862705286759764,0.45862705286759764,39,1,748466000.5738404,39974.31500000011,40582.866000000104,3732.6266149345256,0.8424486533759084,0.525461332336281,0.525461332336281
