length,length_lcc,coverage,directness,directness_lcc,poi_coverage,components,pop_den_length,overlap_biketrack,overlap_bikeable,efficiency_global,efficiency_global_routed,directness_lcc_linkwise,directness_all_linkwise
77989.73299999996,77989.73299999996,69.47927132573378,0.4664259642687728,0.4664259642687728,39,1,670556026.1334002,37359.381000000045,38674.24700000006,0.4866484234813108,0.8678103738593473,0.5314127229149832,0.5314127229149832
