length,length_lcc,coverage,directness,directness_lcc,poi_coverage,components,pop_den_length,overlap_biketrack,overlap_bikeable,efficiency_global,efficiency_global_routed,directness_lcc_linkwise,directness_all_linkwise
158531.90799999982,158531.90799999982,89.84545353294523,0.7152214345009991,0.7152214345009991,39,1,1487832581.1533613,83755.63899999975,85795.6049999997,5201.075492798509,0.8905285180244433,0.7194546297714247,0.7194546297714247
158531.90799999982,158531.90799999982,89.84545353294523,0.7193903395634682,0.7193903395634682,39,1,1487832581.1533613,83755.63899999975,85795.6049999997,5201.075492798509,0.8905285180244433,0.7205112055303986,0.7205112055303986
168283.71499999997,168283.71499999997,91.23578641982583,0.7200179216646961,0.7200179216646961,39,1,1569502260.789422,85508.34599999974,87548.31199999974,5224.252438568931,0.8840791619578451,0.7207669028243202,0.7207669028243202
168283.71499999997,168283.71499999997,91.23578641982583,0.7227706040285851,0.7227706040285851,39,1,1569502260.789422,85508.34599999974,87548.31199999974,5224.252438568931,0.8840791619578451,0.7255851885521678,0.7255851885521678
168283.71499999997,168283.71499999997,91.23578641982583,0.7255175146722154,0.7255175146722154,39,1,1569502260.789422,85508.34599999974,87548.31199999974,5224.252438568931,0.8840791619578451,0.7289660743055649,0.7289660743055649
168283.71499999997,168283.71499999997,91.23578641982583,0.7260333625061005,0.7260333625061005,39,1,1569502260.789422,85508.34599999974,87548.31199999974,5224.252438568931,0.8840791619578451,0.7265154429891798,0.7265154429891798
178627.95199999993,178627.95199999993,92.7475583672766,0.7265842826810147,0.7265842826810147,39,1,1642205974.5711184,90192.77499999975,92287.86999999978,5258.226069468155,0.8821431408222999,0.726608797256687,0.726608797256687
178627.95199999993,178627.95199999993,92.7475583672766,0.7271910783890819,0.7271910783890819,39,1,1642205974.5711184,90192.77499999975,92287.86999999978,5258.226069468155,0.8821431408222999,0.7248618078245744,0.7248618078245744
178627.95199999993,178627.95199999993,92.7475583672766,0.725540663703548,0.725540663703548,39,1,1642205974.5711184,90192.77499999975,92287.86999999978,5258.226069468155,0.8821431408222999,0.7299736719302276,0.7299736719302276
178627.95199999993,178627.95199999993,92.7475583672766,0.7274448255213701,0.7274448255213701,39,1,1642205974.5711184,90192.77499999975,92287.86999999978,5258.226069468155,0.8821431408222999,0.7267991303499253,0.7267991303499253
