length,length_lcc,coverage,directness,directness_lcc,poi_coverage,components,pop_den_length,overlap_biketrack,overlap_bikeable,efficiency_global,efficiency_global_routed,directness_lcc_linkwise,directness_all_linkwise
155209.1260000003,155209.1260000003,85.22283113034861,0.6902555077117912,0.6902555077117912,39,1,1744500824.373124,78524.50799999957,80418.70499999958,15431.320976973471,0.8669466998721611,0.693826630976009,0.693826630976009
155209.1260000003,155209.1260000003,85.22283113034861,0.6924762495909922,0.6924762495909922,39,1,1744500824.373124,78524.50799999957,80418.70499999958,15431.320976973471,0.8669466998721611,0.6970808573999184,0.6970808573999184
155209.1260000003,155209.1260000003,85.22283113034861,0.6983020571464034,0.6983020571464034,39,1,1744500824.373124,78524.50799999957,80418.70499999958,15431.320976973471,0.8669466998721611,0.6989278305513086,0.6989278305513086
155209.1260000003,155209.1260000003,85.22283113034861,0.6986426706931417,0.6986426706931417,39,1,1744500824.373124,78524.50799999957,80418.70499999958,15431.320976973471,0.8669466998721611,0.6967722919710729,0.6967722919710729
162417.77900000042,162417.77900000042,85.7584285074905,0.6918178315596647,0.6918178315596647,39,1,1798023111.6581106,82043.78899999964,84106.31399999963,15492.300520480878,0.8621502302078471,0.6995598894487348,0.6995598894487348
162417.77900000042,162417.77900000042,85.7584285074905,0.6949403936137737,0.6949403936137737,39,1,1798023111.6581106,82043.78899999964,84106.31399999963,15492.300520480878,0.8621502302078471,0.704887556279765,0.704887556279765
162417.77900000042,162417.77900000042,85.7584285074905,0.6898382103317559,0.6898382103317559,39,1,1798023111.6581106,82043.78899999964,84106.31399999963,15492.300520480878,0.8621502302078471,0.7039708182170535,0.7039708182170535
162417.77900000042,162417.77900000042,85.7584285074905,0.6884176584913198,0.6884176584913198,39,1,1798023111.6581106,82043.78899999964,84106.31399999963,15492.300520480878,0.8621502302078471,0.7004743928124136,0.7004743928124136
162417.77900000042,162417.77900000042,85.7584285074905,0.6842689623901763,0.6842689623901763,39,1,1798023111.6581106,82043.78899999964,84106.31399999963,15492.300520480878,0.8621502302078471,0.7026421952110066,0.7026421952110066
162417.77900000042,162417.77900000042,85.7584285074905,0.6929126016321822,0.6929126016321822,39,1,1798023111.6581106,82043.78899999964,84106.31399999963,15492.300520480878,0.8621502302078471,0.7038907703952194,0.7038907703952194
162417.77900000042,162417.77900000042,85.7584285074905,0.6942855581631839,0.6942855581631839,39,1,1798023111.6581106,82043.78899999964,84106.31399999963,15492.300520480878,0.8621502302078471,0.7039939127392604,0.7039939127392604
