length,length_lcc,coverage,directness,directness_lcc,poi_coverage,components,pop_den_length,overlap_biketrack,overlap_bikeable,efficiency_global,efficiency_global_routed,directness_lcc_linkwise,directness_all_linkwise
80549.02399999976,80549.02399999976,69.1479325270188,0.5356803065186969,0.5356803065186969,39,1,871710723.5746752,41016.573000000004,41977.98600000001,5612.482354132087,0.9249931496474652,0.5763464175999372,0.5763464175999372
