   2	1.5625E-07	5.54401E-07
   4	4.6875E-09	7.34629E-09
   8	1.95313E-09	0
  16	1.36719E-09	1.22711E-10
  32	1.16272E-09	9.39311E-12
  64	1.79462E-09	8.06766E-10
 128	1.17846E-09	9.85077E-11
 256	1.19565E-09	3.94622E-11
 512	1.07405E-09	1.49879E-11
1024	9.66742E-10	2.51481E-11
2048	8.54037E-10	6.94054E-12
