   2	2.12875E-05	5.96799E-06
   4	2.04844E-06	1.50118E-07
   8	5.83398E-07	1.2399E-06
  16	8.54736E-08	1.99497E-07
  32	4.83398E-09	6.51858E-10
  64	2.74239E-09	2.01017E-09
 128	9.52935E-10	3.00692E-10
 256	3.93268E-10	3.11676E-11
 512	3.24288E-10	6.11316E-11
1024	3.13674E-10	2.06498E-11
2048	2.97154E-10	7.71715E-12
