   2	1.625E-07	5.5325E-07
   4	7.03125E-09	7.97528E-09 
   8	1.85547E-09	4.36732E-10
  16	1.86768E-09	9.96516E-10
  32	1.06659E-09	1.2025E-11
  64	1.04637E-09	5.81828E-12
 128	1.14162E-09	4.45249E-11
 256	1.11756E-09	1.17904E-11
 512	1.1762E-09	1.49462E-11
1024	1.35975E-09	1.47472E-11
2048	1.38963E-09	1.57766E-11
