   2	0.000000175	5.79814E-07
   4	7.8125E-09	8.01546E-09
   8	2.34375E-09	8.01546E-10
  16	9.15527E-10	1.08462E-10
  32	7.35474E-10	3.55617E-11
  64	8.39996E-10	6.14918E-10
 128	8.04138E-10	6.34484E-11
 256	8.78E-10	5.02906E-11
 512	8.76202E-10	1.02378E-11
1024	8.70054E-10	2.49456E-12
2048	8.80636E-10	1.27659E-12
