   2	1.6875E-07	6.11398E-07
   4	5.46875E-09	7.64626E-09
   8	1.95313E-09	6.33677E-10
  16	1.34277E-09	2.80049E-10
  32	1.32141E-09	1.43482E-11
  64	1.16577E-09	2.18753E-11
 128	1.19121E-09	3.32411E-11
 256	1.20767E-09	6.61621E-11
 512	1.25505E-09	1.0545E-10
1024	1.5424E-09	2.52839E-11
2048	1.55032E-09	1.29204E-11
